,,,
,0.41856557,11.017581,42.429573
,0.56582922,11.146922,42.626251
,-1.5990686,11.731809,42.733257
,-1.3868178,11.234087,42.564362
,-0.089096874,10.951399,42.970676
,0.25664839,11.161998,42.307972
,0.89054996,10.972435,42.356297
,2.2811987,10.593243,42.638451
,0.75639993,8.7844257,43.443249
,0.016595064,9.7508154,43.485847
,-0.18483241,10.688329,43.303570
,0.85768276,10.614094,42.939953
,0.078451946,9.9865637,43.077248
,0.78129470,10.856252,43.746635
,0.38763365,10.441309,42.767948
,0.53423029,10.063553,43.165581
,0.73188853,10.073849,42.611031
,-0.21615480,9.8287468,43.279568
,-1.1045969,9.8046770,44.475605
,-0.75603116,9.5722570,44.352905
,-0.97976881,9.0868416,44.031483
,0.58803731,8.5965757,44.192398
,1.2713623,8.8904276,45.149426
,1.6778018,9.0394106,44.574490
,0.26620123,10.154194,45.022114
,1.1710577,10.554035,42.621929
,1.0032612,10.851546,42.557487
,1.1487215,11.527344,42.736450
,1.8568834,11.328938,42.280369
,2.2642574,11.150523,41.654140
,1.7470013,11.156366,41.764065
,2.4822559,11.860944,41.753128
,2.5932293,11.271585,41.816883
,2.8336751,10.935980,41.533646
,2.9473073,10.256863,41.612354
,2.8939505,10.006646,41.701622
,2.9115560,10.099477,41.904152
,3.0797067,10.312443,41.468956
,3.3205354,10.359237,41.962955
,3.3275239,10.155547,41.950344
,3.5363731,10.190261,41.417839
,3.4953663,10.250504,41.933170
,3.2362559,9.8024006,42.212170
,3.2688787,10.164458,42.143444
,2.9962192,9.6664639,41.802738
,3.3376775,9.6391382,42.413620
,3.5471380,9.7396975,42.589851
,3.3669171,9.6029453,42.191803
,3.3762193,9.7788649,42.288326
,4.8362560,8.9014006,43.212826
,4.5943127,8.9871864,42.975540
,4.4313107,8.9461784,43.188965
,4.4606547,8.8635674,43.209648
,4.2276759,8.7865362,43.085739
,4.3711500,8.7089186,43.392235
,4.2427855,9.0836048,42.797112
,4.3386254,9.2040796,42.645813
,4.4237990,9.0444574,42.490776
,3.8974745,9.1982927,42.848465
,3.8074212,8.6823969,42.964687
,3.6444418,8.2878819,43.115356
,3.7889576,7.8378630,43.294601
,3.8501487,7.7670383,43.694210
,4.6419187,7.5648646,43.364334
,5.0524645,7.8696957,43.658981
,4.8959260,8.8690004,43.611813
,4.9613137,9.4702120,43.402039
,4.9490108,9.9558773,43.227676
,5.5238137,10.230408,43.446812
,5.3933558,10.111149,43.462460
,5.5824957,10.290401,42.919323
,5.4182844,10.338240,43.051807
,5.3035665,10.130513,43.265072
,5.3178997,10.325938,43.419716
,4.9093194,10.248259,43.266315
,4.6912317,10.121928,43.364033
,4.6008458,9.9920397,43.562088
,4.2916398,9.8577976,43.524082
,4.1471367,9.9751034,43.665268
,3.8298256,9.7439804,43.578438
,3.9022415,9.6708174,43.995522
,3.7630856,9.2796106,43.656178
,3.2952988,9.2853737,43.877094
,3.1880884,10.442472,43.194901
,2.6874094,10.097718,43.663380
,2.2351403,8.9799604,43.712261
,2.2313957,8.7191315,43.691730
,2.3372450,8.8710985,43.814346
,2.2722790,8.5384617,43.900955
,2.1339037,8.1344137,43.915138
,2.4251380,8.1411037,44.048775
,2.5705345,7.9077415,43.987099
,2.9762092,8.0056181,44.400253
,2.8950734,8.0028305,44.004890
,3.0486486,8.4845238,43.913506
,3.0312219,9.0629578,43.532295
,2.4080706,8.9538069,43.574905
,2.4668720,9.3359756,43.359413
,2.4713824,9.3059940,43.535381
,2.7414114,9.2843590,43.453918
,3.2764843,8.9119787,43.579041
,3.1166663,9.3212929,43.601551
,3.0471480,9.1810989,42.803528
,2.7980027,9.0680332,42.650578
,2.6282365,9.1162786,42.957642
,2.6738486,9.3242207,43.734688
,2.5931365,9.4266624,43.501053
,2.6685398,9.5333834,43.552177
,2.3228123,9.4386530,43.185272
,2.1824012,9.1254921,43.357849
,2.1600051,8.7834387,43.071777
,2.4407351,8.5886469,43.052841
,2.1150000,8.7864847,42.673893
,2.0738342,8.9524288,42.875271
,2.4874995,9.1146622,43.222313
,2.6856947,9.1824112,43.242340
,3.1221533,9.4079113,43.062786
,3.0798478,9.4034653,42.873848
,2.7438192,9.1950684,42.898922
,2.3089049,8.9766645,42.898518
,1.8002142,9.1997318,42.978527
,1.6482418,9.6759434,43.253212
,1.4512730,9.6148596,42.564060
,1.8180184,9.6258717,42.535042
,2.0262589,9.6162663,42.551411
,2.1577008,9.6164513,42.602768
,2.2578754,9.6449299,42.672741
,2.3167303,9.6878586,42.777084
,2.0817482,9.6026812,42.845837
,1.7023586,9.5137768,42.932384
,1.3227508,9.4363365,43.041229
,1.2090511,9.3814011,43.226631
,1.1290901,9.3561792,43.579880
,1.1986885,9.2967339,43.938377
,1.4352193,9.0460596,44.190277
,1.6214836,8.8606615,44.236500
,1.6794910,8.8904610,44.156742
,1.6911550,8.9582987,44.058109
,1.6242126,9.0499439,43.918873
,1.4622402,9.1151333,43.843662
,1.9072568,8.6944017,43.927940
,2.5549126,8.1819181,43.936558
,3.0570230,7.8871369,43.795269
,3.2494624,7.7865376,43.515335
,2.6946218,8.0088530,43.162388
,2.5811434,8.2417946,43.422729
,2.6058364,8.7939215,43.140251
,2.9922526,8.6451254,43.377155
,3.4560885,9.1720133,44.386299
,3.1149886,9.4463587,44.795605
,2.9025717,9.1026115,44.883953
,3.1452031,8.6543427,44.666664
,3.4091461,9.0603733,45.097801
,3.0282354,9.6185198,44.323715
,3.8854859,9.1452742,43.603981
,3.2316015,8.7486801,43.628517
,3.6363750,8.6452856,43.508751
,3.9204037,8.6050501,43.359303
,3.6654167,8.6832104,43.257355
,3.8274479,8.5629511,43.290268
,3.6547127,8.5914078,43.072689
,3.3693275,8.6940069,43.125984
,2.5502460,8.9891911,43.572067
,3.8582540,8.5584135,43.289234
,5.6171851,9.0793142,43.560051
,5.7655711,9.0880966,43.939537
,5.7798018,8.7205238,43.862633
,7.0220976,9.0501137,43.573231
,6.3828077,9.0747881,43.343441
,4.7584548,9.2810621,43.771191
,3.7844059,9.4807949,44.145802
,3.9392259,9.1190662,43.258888
,4.4452491,9.4658756,44.233097
,4.9674115,9.4445095,44.788128
,4.5827904,9.3483534,45.152176
,4.1579342,8.9209290,44.171310
,4.3565211,9.1291800,44.412292
,4.7903571,9.4400387,45.158398
,4.8746471,9.5076809,45.230659
,2.9367638,8.8709602,44.402454
,2.6544075,9.1442242,44.857845
,3.3893533,8.7524652,44.624245
,3.3264706,8.6904259,44.091064
,3.2011964,8.7515697,45.512993
,3.6496859,9.5331049,46.050064
,4.0562854,9.3846226,44.991249
,3.6686721,9.0638742,44.938591
,3.1580937,8.5050774,44.301949
,2.8260305,9.4055319,44.165722
,2.4172859,9.2150898,44.139790
,3.2380672,8.8271284,43.474205
,2.8705099,8.5740032,43.499462
,2.1865969,8.3747396,44.026886
,2.0760345,8.5702333,43.643475
,2.8348892,9.0600119,43.629959
,3.3052530,9.4022226,43.690952
,2.7958963,9.6571169,44.725994
,2.6976104,9.4582596,44.709919
,2.2696700,9.5264673,45.392410
,1.8358041,8.9731274,43.838345
,1.8327082,9.0169258,43.893986
,1.8855574,9.1220255,44.028500
,1.9549775,9.2716541,44.199692
,2.2003305,9.3776922,44.402397
,3.3913825,9.6098442,43.463146
,3.4140124,9.2748947,43.372700
,3.9141309,9.2631254,43.170338
,4.4024076,9.2957535,43.029766
,4.3407521,9.3433285,43.100685
,4.2081103,9.5364428,43.527138
,3.9001765,9.6846218,43.314838
,3.7576065,9.9375658,43.342751
,4.3823333,9.7564306,42.904270
,4.5074282,9.9989910,43.191841
,4.2015724,9.5710373,43.516441
,3.9962559,9.7521086,43.631706
,3.9717438,10.402383,43.398136
